time_sec,ear,mar,pitch,yaw,roll,drowsy,yawning,distracted,phone,fatigue_score
7.878,0.297,0.019,5.11,-5.11,4.24,0,0,0,0,0.0
7.979,0.26,0.019,0.8,-4.95,21.25,0,0,0,0,0.0
8.011,0.271,0.006,1.87,-4.31,2.28,0,0,0,0,0.0
8.428,0.292,0.002,0.42,-3.71,18.27,0,0,0,0,0.0
8.451,0.336,0.003,1.74,-1.95,-1.65,0,0,0,0,0.0
8.475,0.321,0.031,2.18,-1.9,-1.53,0,0,0,0,0.0
8.499,0.312,0.004,0.98,-1.72,-3.15,0,0,0,0,0.0
8.714,0.305,0.016,-0.86,-1.82,-2.16,0,0,0,0,0.0
8.739,0.295,0.006,-1.64,-0.22,-5.98,0,0,0,0,0.0
8.762,0.288,0.01,-3.36,0.1,-8.51,0,0,0,0,0.0
8.786,0.299,0.129,-3.21,-0.11,-9.8,0,0,0,0,0.0
9.018,0.274,0.019,-3.39,0.39,-14.87,0,0,0,0,0.0
9.038,0.299,0.018,-3.15,-0.86,-13.43,0,0,0,0,0.0
9.084,0.293,0.013,-2.42,-0.9,-16.48,0,0,0,0,0.0
9.118,0.283,0.014,-3.77,-0.47,-14.13,0,0,0,0,0.0
9.332,0.27,0.007,-4.62,-1.2,-16.67,0,0,0,0,0.0
9.359,0.282,0.006,-5.01,-3.33,-14.26,0,0,0,0,0.0
9.384,0.286,0.003,-6.82,-6.16,-11.42,0,0,0,0,0.0
9.458,0.277,0.004,-8.39,-7.53,-15.11,0,0,0,0,0.0
9.68,0.271,0.005,-9.11,-7.25,-16.63,0,0,0,0,0.0
9.711,0.266,0.005,-8.7,-6.32,-18.56,0,0,0,0,0.0
9.739,0.246,0.011,-10.87,-3.96,-18.99,0,0,0,0,1.2
9.765,0.213,0.006,-8.86,-2.58,-21.36,0,0,0,0,5.9
9.967,0.267,0.009,-9.3,-0.62,-21.67,0,0,0,0,0.0
9.985,0.251,0.003,-3.39,7.83,-25.71,0,0,0,0,0.0
10.011,0.241,0.003,-5.01,8.95,-23.96,0,0,0,0,1.8
10.039,0.272,0.003,-3.38,12.36,-27.23,0,0,0,0,0.0
10.186,0.251,0.018,-3.85,10.54,-26.21,0,0,0,0,0.0
10.204,0.257,0.008,-4.64,11.83,-26.16,0,0,0,0,0.0
10.228,0.195,0.007,-3.67,13.86,-30.24,0,0,0,0,7.3
10.249,0.188,0.002,-1.25,12.71,-31.7,0,0,0,0,8.9
10.405,0.198,0.003,0.77,14.37,-28.97,0,0,0,0,8.5
10.433,0.215,0.002,4.0,16.08,-32.21,0,0,0,0,7.2
10.456,0.198,0.005,7.2,14.94,-29.7,0,0,0,0,10.0
10.476,0.191,0.006,6.75,15.25,-30.1,0,0,0,0,11.6
10.622,0.208,0.004,6.18,15.61,-29.24,0,0,0,0,10.3
10.642,0.247,0.002,5.13,10.74,-28.29,0,0,0,0,6.4
10.684,0.223,0.005,6.29,8.61,-29.99,0,0,0,0,9.9
10.716,0.194,0.008,4.61,9.05,-26.53,0,0,0,0,14.2
10.891,0.214,0.006,5.06,8.04,-27.42,0,0,0,0,12.6
10.914,0.157,0.004,1.2,3.78,-33.89,0,0,0,0,20.1
10.935,0.161,0.004,0.99,0.78,-39.08,0,0,0,0,20.5
10.954,0.159,0.004,-0.74,-0.67,-40.33,0,0,0,0,21.4
11.157,0.153,0.006,-1.33,-0.67,-40.83,0,0,0,0,22.9
11.176,0.205,0.029,-2.49,-3.54,-30.97,0,0,0,0,17.4
11.202,0.229,0.016,-1.03,-2.99,-28.62,0,0,0,0,15.2
11.22,0.227,0.007,-3.09,-3.15,-28.66,0,0,0,0,16.3
11.396,0.236,0.005,-2.07,-3.46,-26.82,0,0,0,0,16.0
11.416,0.282,0.054,0.79,-4.24,-14.25,0,0,0,0,0.0
11.434,0.301,0.019,2.85,-3.68,-9.58,0,0,0,0,0.0
11.452,0.331,0.009,2.58,-4.3,-5.38,0,0,0,0,0.0
11.582,0.287,0.04,0.84,-4.46,2.71,0,0,0,0,0.0
11.604,0.364,0.009,5.13,-1.58,5.85,0,0,0,0,0.0
11.622,0.323,0.004,5.56,-1.03,6.49,0,0,0,0,0.0
11.648,0.328,0.008,4.8,-1.69,22.95,0,0,0,0,0.0
11.773,0.327,0.085,5.53,-2.08,24.77,0,0,0,0,0.0
11.789,0.304,0.015,2.43,-2.52,0.86,0,0,0,0,0.0
11.82,0.324,0.017,0.71,-2.01,2.17,0,0,0,0,0.0
11.852,0.332,0.021,4.65,-0.72,-4.86,0,0,0,0,0.0
11.987,0.302,0.009,1.43,-1.65,-5.29,0,0,0,0,0.0
12.012,0.312,0.163,-0.61,-2.02,-9.07,0,0,0,0,0.0
12.03,0.296,0.018,-0.87,-0.81,-12.39,0,0,0,0,0.0
12.047,0.28,0.022,-3.64,-0.53,-14.54,0,0,0,0,0.0
12.171,0.257,0.008,-0.97,-0.85,-17.39,0,0,0,0,0.0
12.195,0.141,0.01,-7.75,-0.4,-22.89,0,0,0,0,13.8
12.214,0.114,0.029,-9.8,1.13,-27.66,0,0,0,0,17.8
12.233,0.128,0.023,-4.78,3.52,-35.54,0,0,0,0,16.9
12.389,0.173,0.006,-8.47,7.18,-35.61,0,0,0,0,12.2
12.407,0.151,0.014,-4.68,4.3,-40.32,0,0,0,0,15.6
12.434,0.153,0.013,-2.19,-1.65,-42.08,0,0,0,0,16.2
12.469,0.171,0.002,-0.26,-3.38,-38.07,0,0,0,0,14.7
12.654,0.161,0.008,-0.34,-3.19,-37.93,0,0,0,0,16.7
12.674,0.245,0.019,5.94,-1.99,-21.32,0,0,0,0,7.3
12.693,0.26,0.053,0.18,-0.79,-15.39,0,0,0,0,0.0
12.718,0.265,0.022,1.42,0.83,-9.75,0,0,0,0,0.0
12.86,0.315,0.018,3.25,-0.15,-5.22,0,0,0,0,0.0
12.878,0.319,0.013,6.59,0.59,21.51,0,0,0,0,0.0
12.898,0.308,0.007,4.46,0.65,12.64,0,0,0,0,0.0
12.925,0.332,0.002,4.42,1.2,28.4,0,0,0,0,0.0
13.073,0.316,0.012,6.58,0.87,28.72,0,0,0,0,0.0
13.099,0.306,0.012,6.21,0.98,28.7,0,0,0,0,0.0
13.118,0.297,0.013,4.08,0.88,33.08,0,0,0,0,0.0
13.132,0.3,0.012,3.51,2.76,33.06,0,0,0,0,0.0
13.284,0.295,0.015,3.32,2.28,33.24,0,0,0,0,0.0
13.301,0.309,0.007,2.39,3.36,28.03,0,0,0,0,0.0
13.324,0.306,0.005,2.58,1.86,26.72,0,0,0,0,0.0
13.343,0.312,0.003,2.04,1.24,25.15,0,0,0,0,0.0
13.525,0.328,0.004,1.88,0.43,27.19,0,0,0,0,0.0
13.55,0.297,0.051,0.9,-0.9,31.21,0,0,0,0,0.0
13.571,0.309,0.004,1.5,-0.89,32.06,0,0,0,0,0.0
13.594,0.283,0.002,0.86,-0.9,30.43,0,0,0,0,0.0
13.728,0.315,0.009,1.51,-2.29,34.1,0,0,0,0,0.0
13.749,0.321,0.009,4.22,-4.35,26.54,0,0,0,0,0.0
13.767,0.308,0.003,3.01,-3.64,29.85,0,0,0,0,0.0
13.784,0.327,0.009,4.35,-4.13,24.4,0,0,0,0,0.0
13.91,0.31,0.005,3.72,-3.44,8.74,0,0,0,0,0.0
13.936,0.303,0.006,3.42,-3.24,32.57,0,0,0,0,0.0
13.964,0.28,0.002,3.79,-1.87,33.77,0,0,0,0,0.0
13.995,0.298,0.008,3.21,-0.71,36.88,0,0,0,0,0.0
14.14,0.289,0.01,3.5,-2.95,37.24,0,0,0,0,0.0
14.158,0.281,0.047,3.4,-2.43,39.0,0,0,0,0,0.0
14.177,0.293,0.005,1.91,-2.39,39.75,0,0,0,0,0.0
14.194,0.288,0.005,1.79,-1.96,40.54,0,0,0,0,0.0
14.337,0.27,0.095,0.31,-1.76,43.08,0,0,0,0,0.0
14.353,0.26,0.046,-2.1,-1.05,42.76,0,0,0,0,0.0
14.368,0.284,0.024,-3.54,-0.76,43.64,0,0,0,0,0.0
14.385,0.28,0.01,-2.58,-1.44,43.86,0,0,0,0,0.0
14.52,0.279,0.01,-0.51,-2.58,44.85,0,0,0,0,0.0
14.547,0.303,0.005,0.18,-3.84,39.81,0,0,0,0,0.0
14.571,0.29,0.015,-0.42,-3.1,36.58,0,0,0,0,0.0
14.604,0.301,0.003,0.82,-4.47,32.54,0,0,0,0,0.0
14.736,0.311,0.08,1.3,-4.34,31.46,0,0,0,0,0.0
14.75,0.324,0.029,1.3,-5.05,32.88,0,0,0,0,0.0
14.784,0.321,0.008,4.23,-6.36,10.4,0,0,0,0,0.0
14.807,0.337,0.005,3.83,-7.56,8.59,0,0,0,0,0.0
14.941,0.319,0.011,1.94,-5.6,21.91,0,0,0,0,0.0
14.968,0.347,0.01,4.82,-5.9,1.33,0,0,0,0,0.0
14.987,0.34,0.009,1.45,-4.76,21.76,0,0,0,0,0.0
15.003,0.318,0.009,5.06,-5.51,0.68,0,0,0,0,0.0
15.125,0.337,0.002,1.1,-5.78,18.09,0,0,0,0,0.0
15.149,0.315,0.009,3.56,-5.83,-6.8,0,0,0,0,0.0
15.181,0.323,0.005,3.69,-5.03,-3.38,0,0,0,0,0.0
15.211,0.33,0.013,3.67,-4.83,0.87,0,0,0,0,0.0
15.353,0.332,0.009,2.08,-4.25,-5.19,0,0,0,0,0.0
15.371,0.307,0.015,4.54,-3.92,-4.71,0,0,0,0,0.0
15.389,0.306,0.004,5.92,-5.05,-4.61,0,0,0,0,0.0
15.415,0.313,0.089,2.51,-3.93,-3.22,0,0,0,0,0.0
15.537,0.299,0.004,3.7,-4.4,-7.28,0,0,0,0,0.0
15.554,0.297,0.041,5.24,-2.74,-5.79,0,0,0,0,0.0
15.572,0.275,0.012,4.11,-2.95,-8.14,0,0,0,0,0.0
15.587,0.315,0.011,2.86,-3.09,-12.62,0,0,0,0,0.0
15.712,0.298,0.016,3.41,-2.75,-6.72,0,0,0,0,0.0
15.73,0.331,0.02,3.88,-2.67,-9.32,0,0,0,0,0.0
15.747,0.305,0.011,2.26,-2.06,-10.36,0,0,0,0,0.0
15.767,0.305,0.007,3.88,-1.65,-9.61,0,0,0,0,0.0
15.887,0.312,0.023,1.6,-1.26,-11.05,0,0,0,0,0.0
15.902,0.238,0.024,-0.64,-5.16,-5.34,0,0,0,0,2.1
15.918,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
15.944,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
16.081,0.269,0.028,4.66,1.06,-15.36,0,0,0,0,0.0
16.112,0.327,0.021,-9.28,0.54,-1.26,0,0,0,0,0.0
16.142,0.312,0.017,60.39,-6.08,0.63,0,0,0,0,0.0
16.166,0.354,0.011,64.11,-5.5,-2.31,0,0,0,0,0.0
16.284,0.351,0.013,-10.13,-0.84,-8.4,0,0,0,0,0.0
16.313,0.345,0.01,-7.97,-2.02,-9.25,0,0,0,0,0.0
16.33,0.282,0.013,75.58,-5.54,-4.78,0,0,0,0,0.0
16.343,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
16.46,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
16.472,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
16.499,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
16.511,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
16.652,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
16.679,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
16.695,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
16.712,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
16.83,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
16.844,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
16.862,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
16.877,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
17.019,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
17.044,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
17.056,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
17.068,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
17.211,0.332,0.009,-4.79,4.98,-10.94,0,0,0,0,0.0
17.227,0.305,0.008,2.59,1.17,-9.36,0,0,0,0,0.0
17.254,0.285,0.015,5.56,-0.02,-5.25,0,0,0,0,0.0
17.271,0.274,0.009,9.26,0.9,-8.75,0,0,0,0,0.0
17.389,0.321,0.021,6.65,-1.19,-3.14,0,0,0,0,0.0
17.413,0.296,0.014,7.42,1.13,-9.98,0,0,0,0,0.0
17.43,0.296,0.01,22.96,-0.16,12.22,0,0,0,0,0.0
17.451,0.29,0.012,8.48,1.1,-5.75,0,0,0,0,0.0
17.569,0.273,0.012,7.01,0.55,-6.12,0,0,0,0,0.0
17.593,0.247,0.017,7.28,-7.15,-5.25,0,0,0,0,1.2
17.612,0.268,0.006,2.83,-4.97,5.33,0,0,0,0,0.0
17.633,0.308,0.011,13.45,-5.84,15.69,0,0,0,0,0.0
17.765,0.32,0.021,1.06,4.36,22.1,0,0,0,0,0.0
17.797,0.281,0.014,-0.17,-5.94,8.19,0,0,0,0,0.0
17.821,0.325,0.011,2.59,-9.87,25.04,0,0,0,0,0.0
17.883,0.326,0.004,-3.94,-9.79,12.93,0,0,0,0,0.0
18.017,0.338,0.009,2.19,-10.92,24.98,0,0,0,0,0.0
18.034,0.323,0.004,4.24,-11.28,30.07,0,0,0,0,0.0
18.06,0.338,0.005,6.85,-11.48,25.88,0,0,0,0,0.0
18.09,0.312,0.012,-6.19,-9.38,7.85,0,0,0,0,0.0
18.223,0.346,0.015,9.65,-11.8,22.48,0,0,0,0,0.0
18.246,0.296,0.02,-7.64,-7.83,5.99,0,0,0,0,0.0
