session_date,duration_seconds,total_frames,avg_ear,avg_mar,blink_count,yawn_count,head_alert_count,drowsy_frames,drowsy_percent,yawn_frames,distracted_frames,distracted_percent,phone_frames,avg_fatigue_score,max_fatigue_score,risk_level
2026-04-28 17:29:32,36.5,508,0.296,0.135,10,1,1,0,0.0,28,59,11.6,0,3.9,30.5,LOW
