session_date,duration_seconds,total_frames,avg_ear,avg_mar,blink_count,yawn_count,head_alert_count,drowsy_frames,drowsy_percent,yawn_frames,distracted_frames,distracted_percent,phone_frames,avg_fatigue_score,max_fatigue_score,risk_level
2026-04-24 11:43:58,153.0,3020,0.243,0.141,47,2,7,27,0.9,33,1238,41.0,128,8.9,55.2,LOW
