time_sec,ear,mar,pitch,yaw,roll,drowsy,yawning,distracted,phone,fatigue_score
7.817,0.216,0.006,24.05,-11.36,10.99,0,0,0,0,4.8
7.892,0.24,0.018,-24.86,-9.17,12.75,0,0,0,0,2.7
7.92,0.234,0.012,-23.91,-9.06,12.87,0,0,0,0,4.2
8.2,0.24,0.017,-23.32,-9.03,12.54,0,0,0,0,4.2
8.223,0.225,0.002,6.82,-2.89,-6.4,0,0,0,0,6.8
8.252,0.262,0.004,5.53,-3.39,0.21,0,0,0,0,0.0
8.27,0.244,0.005,5.56,-3.39,-2.6,0,0,0,0,1.5
8.398,0.271,0.003,3.44,-2.94,1.01,0,0,0,0,0.0
8.411,0.294,0.008,2.71,-2.88,1.11,0,0,0,0,0.0
8.444,0.313,0.006,1.68,-2.72,1.51,0,0,0,0,0.0
8.475,0.299,0.009,0.62,-3.37,1.76,0,0,0,0,0.0
8.62,0.305,0.008,1.93,-2.79,0.33,0,0,0,0,0.0
8.657,0.315,0.003,-0.96,-2.96,5.59,0,0,0,0,0.0
8.683,0.306,0.005,-0.16,-4.07,5.59,0,0,0,0,0.0
8.717,0.319,0.004,0.42,-2.35,3.48,0,0,0,0,0.0
8.856,0.285,0.005,-0.68,-2.6,4.01,0,0,0,0,0.0
8.879,0.269,0.006,-0.52,-1.86,1.18,0,0,0,0,0.0
8.896,0.27,0.01,-0.07,-2.32,1.21,0,0,0,0,0.0
8.955,0.235,0.006,-1.55,-2.89,3.51,0,0,0,0,2.6
9.09,0.237,0.007,0.02,-2.3,1.39,0,0,0,0,3.1
9.108,0.266,0.005,-1.43,-2.27,0.35,0,0,0,0,0.0
9.127,0.278,0.003,0.7,-1.62,0.43,0,0,0,0,0.0
9.158,0.277,0.002,1.16,-1.57,-2.38,0,0,0,0,0.0
9.275,0.319,0.013,0.77,-1.06,-0.36,0,0,0,0,0.0
9.305,0.29,0.003,0.68,-0.9,-1.09,0,0,0,0,0.0
9.323,0.293,0.003,0.95,-1.13,-0.11,0,0,0,0,0.0
9.341,0.32,0.004,-0.53,-0.38,-1.93,0,0,0,0,0.0
9.486,0.236,0.018,-0.6,-1.47,0.05,0,0,0,0,2.4
9.508,0.279,0.001,-0.24,-1.14,-1.44,0,0,0,0,0.0
9.526,0.289,0.002,0.89,-0.89,-1.87,0,0,0,0,0.0
9.548,0.295,0.022,0.24,-1.54,2.64,0,0,0,0,0.0
9.67,0.292,0.014,1.33,-1.19,2.36,0,0,0,0,0.0
9.69,0.279,0.005,1.42,-1.3,1.29,0,0,0,0,0.0
9.707,0.291,0.008,1.55,-1.4,-1.35,0,0,0,0,0.0
9.723,0.311,0.015,0.48,-1.09,2.19,0,0,0,0,0.0
9.834,0.289,0.003,-0.47,-1.89,1.69,0,0,0,0,0.0
9.851,0.286,0.003,0.62,-1.11,-0.12,0,0,0,0,0.0
9.87,0.289,0.005,-0.23,-1.5,0.61,0,0,0,0,0.0
9.894,0.308,0.013,0.91,-2.39,-0.71,0,0,0,0,0.0
10.004,0.24,0.007,1.17,-1.9,-0.32,0,0,0,0,1.9
10.026,0.219,0.003,1.66,-1.96,-3.43,0,0,0,0,5.2
10.041,0.244,0.008,1.2,-2.56,-1.26,0,0,0,0,3.0
10.06,0.291,0.006,0.87,-2.25,0.05,0,0,0,0,0.0
10.17,0.286,0.007,0.64,-2.39,-1.09,0,0,0,0,0.0
10.189,0.286,0.008,2.03,-1.42,-2.42,0,0,0,0,0.0
10.207,0.303,0.006,0.95,-2.09,-0.79,0,0,0,0,0.0
10.227,0.297,0.004,1.62,-1.44,-1.65,0,0,0,0,0.0
10.338,0.278,0.007,0.2,-2.41,-1.16,0,0,0,0,0.0
10.439,0.242,0.004,-0.68,-3.19,1.46,0,0,0,0,1.8
10.458,0.255,0.006,-0.94,-1.36,-0.72,0,0,0,0,0.0
10.474,0.271,0.007,0.83,-1.75,-1.67,0,0,0,0,0.0
10.593,0.287,0.006,2.14,-1.58,0.45,0,0,0,0,0.0
10.62,0.248,0.011,0.17,-2.5,-1.19,0,0,0,0,1.0
10.64,0.214,0.01,1.74,-3.02,-4.89,0,0,0,0,5.8
10.658,0.184,0.007,-0.27,-2.3,-3.06,0,0,0,0,10.2
10.782,0.183,0.007,0.41,-2.26,-4.07,0,0,0,0,11.1
10.799,0.293,0.008,1.76,-1.69,0.86,0,0,0,0,0.0
10.828,0.286,0.012,0.42,-2.04,-0.42,0,0,0,0,0.0
10.86,0.288,0.011,1.3,-1.68,-0.18,0,0,0,0,0.0
10.995,0.289,0.005,1.63,-1.87,-1.07,0,0,0,0,0.0
11.022,0.305,0.007,1.9,-2.51,0.8,0,0,0,0,0.0
11.052,0.315,0.01,1.62,-1.88,-1.79,0,0,0,0,0.0
11.1,0.262,0.005,2.15,-2.38,-4.25,0,0,0,0,0.0
11.23,0.237,0.006,-1.08,-2.74,-1.68,0,0,0,0,2.4
11.243,0.186,0.003,-1.83,-0.88,-7.42,0,0,0,0,9.2
11.259,0.219,0.005,0.8,-3.16,-5.19,0,0,0,0,6.0
11.277,0.255,0.003,-0.51,-2.4,-3.04,0,0,0,0,0.0
11.395,0.267,0.003,-0.59,-2.14,-4.91,0,0,0,0,0.0
11.428,0.273,0.004,0.16,-2.44,0.2,0,0,0,0,0.0
11.459,0.272,0.003,0.67,-2.23,-1.46,0,0,0,0,0.0
