time_sec,ear,mar,pitch,yaw,roll,drowsy,yawning,distracted,phone,fatigue_score
7.995,0.335,0.005,17.45,-6.91,2.69,0,0,0,0,0.0
8.095,0.327,0.007,17.61,-8.75,-2.48,0,0,0,0,0.0
8.123,0.3,0.01,17.34,-8.39,-0.78,0,0,0,0,0.0
8.392,0.3,0.007,18.0,-8.41,-1.66,0,0,0,0,0.0
8.414,0.293,0.008,18.52,-8.05,-1.19,0,0,0,0,0.0
8.435,0.28,0.007,18.74,-8.12,-1.19,0,0,0,0,0.0
8.454,0.277,0.007,18.88,-7.89,-0.87,0,0,0,0,0.0
8.604,0.217,0.007,15.82,-9.58,-3.04,0,0,0,0,4.7
8.622,0.263,0.004,14.21,-8.82,-6.2,0,0,0,0,0.0
9.463,0.26,0.004,14.36,-9.03,-8.89,0,0,0,0,0.0
10.066,0.28,0.004,5.83,-2.76,1.86,0,0,0,0,0.0
10.774,0.309,0.008,11.29,-5.11,0.69,0,0,0,0,0.0
11.418,0.279,0.01,11.47,-7.44,-4.25,0,0,0,0,0.0
12.005,0.304,0.003,8.32,1.33,2.94,0,0,0,0,0.0
12.615,0.227,0.013,15.3,-2.3,-2.3,0,0,0,0,2.7
13.326,0.18,0.01,10.42,-2.95,1.46,0,0,0,0,9.2
13.954,0.258,0.005,4.27,-1.5,11.11,0,0,0,0,0.0
14.541,0.275,0.013,14.34,-3.13,-3.65,0,0,0,0,0.0
15.155,0.268,0.007,9.82,-3.93,-5.24,0,0,0,0,0.0
15.855,0.245,0.116,7.01,3.5,9.89,0,0,0,0,0.6
16.481,0.259,0.102,9.3,-4.8,26.38,0,0,0,0,0.0
17.075,0.296,0.287,5.17,-5.1,30.39,0,0,0,0,0.0
17.66,0.303,0.014,13.41,5.17,12.64,0,0,0,0,0.0
18.359,0.281,0.055,9.43,0.97,26.4,0,0,0,0,0.0
18.975,0.293,0.003,3.26,-3.35,19.15,0,0,0,0,0.0
19.577,0.313,0.004,7.59,-4.75,2.34,0,0,0,0,0.0
20.195,0.312,0.004,7.89,-5.27,-0.57,0,0,0,0,0.0
20.918,0.158,0.009,9.63,-0.95,4.82,0,0,0,0,11.8
21.546,0.342,0.022,12.38,-5.16,13.26,0,0,0,0,0.0
22.131,0.34,0.016,10.17,-4.96,13.01,0,0,0,0,0.0
18.359,0.281,0.055,9.43,0.97,26.4,0,0,0,0,0.0
18.975,0.293,0.003,3.26,-3.35,19.15,0,0,0,0,0.0
19.577,0.313,0.004,7.59,-4.75,2.34,0,0,0,0,0.0
20.195,0.312,0.004,7.89,-5.27,-0.57,0,0,0,0,0.0
20.918,0.158,0.009,9.63,-0.95,4.82,0,0,0,0,11.8
21.546,0.342,0.022,12.38,-5.16,13.26,0,0,0,0,0.0
22.131,0.34,0.016,10.17,-4.96,13.01,0,0,0,0,0.0
22.806,0.293,0.007,9.0,-5.58,-1.02,0,0,0,0,0.0
23.523,0.292,0.005,9.91,3.19,12.96,0,0,0,0,0.0
24.138,0.285,0.003,9.69,4.67,4.53,0,0,0,0,0.0
24.719,0.239,0.005,14.4,1.95,-4.06,0,0,0,0,1.4
25.338,0.241,0.008,13.28,3.12,-0.56,0,0,0,0,1.1
26.039,0.245,0.008,10.01,3.8,-3.45,0,0,0,0,0.7
26.661,0.316,0.008,7.37,1.04,-1.42,0,0,0,0,0.0
27.281,0.171,0.011,6.41,1.54,1.08,0,0,0,0,10.2
27.88,0.292,0.006,9.82,0.69,1.09,0,0,0,0,0.0
28.579,0.285,0.003,10.1,-0.2,-1.37,0,0,0,0,0.0
29.187,0.27,0.007,10.53,-0.61,-2.58,0,0,0,0,0.0
29.788,0.273,0.011,-25.1,7.16,-2.51,0,0,0,0,0.0
30.39,0.371,0.05,-39.4,3.63,0.45,0,0,0,0,0.0
31.099,0.39,0.02,-40.08,3.74,-3.35,0,0,0,0,0.0
31.727,0.411,0.025,-36.81,4.65,-0.12,0,0,0,0,0.0
32.323,0.382,0.053,32.85,5.07,3.36,0,0,0,0,0.0
32.917,0.316,0.074,-35.23,4.86,-0.4,0,0,0,0,0.0
33.619,0.398,0.009,33.57,5.94,2.18,0,0,0,0,0.0
34.236,0.376,0.027,33.24,6.08,3.44,0,0,0,0,0.0
34.838,0.303,0.012,25.73,1.73,-6.83,0,0,0,0,0.0
35.445,0.279,0.008,11.11,-1.86,-9.89,0,0,0,0,0.0
36.146,0.309,0.01,8.5,-1.93,-1.45,0,0,0,0,0.0
36.758,0.222,0.006,19.43,-6.78,41.09,0,0,0,0,3.4
