session_date,duration_seconds,total_frames,avg_ear,avg_mar,blink_count,yawn_count,head_alert_count,drowsy_frames,drowsy_percent,yawn_frames,distracted_frames,distracted_percent,phone_frames,avg_fatigue_score,max_fatigue_score,risk_level
2026-04-24 09:47:15,284.5,5756,0.277,0.157,142,1,11,510,8.9,76,2822,49.0,28,13.6,64.3,LOW
