session_date,duration_seconds,total_frames,avg_ear,avg_mar,blink_count,yawn_count,head_alert_count,drowsy_frames,drowsy_percent,yawn_frames,distracted_frames,distracted_percent,phone_frames,avg_fatigue_score,max_fatigue_score,risk_level
2026-04-28 17:15:49,230.2,3861,0.227,0.179,139,1,4,380,9.8,26,671,17.4,24,11.1,60.9,LOW
