session_date,duration_seconds,total_frames,avg_ear,avg_mar,blink_count,yawn_count,head_alert_count,drowsy_frames,drowsy_percent,yawn_frames,distracted_frames,distracted_percent,phone_frames,avg_fatigue_score,max_fatigue_score,risk_level
2026-04-23 14:51:30,168.1,3512,0.192,0.413,27,10,3,2338,66.6,1138,2415,68.8,8,43.0,85.0,MODERATE
