session_date,duration_seconds,total_frames,avg_ear,avg_mar,blink_count,yawn_count,head_alert_count,drowsy_frames,drowsy_percent,yawn_frames,distracted_frames,distracted_percent,phone_frames,avg_fatigue_score,max_fatigue_score,risk_level
2026-04-23 10:36:16,117.4,2038,0.223,0.012,39,0,3,802,39.4,0,1147,56.3,0,25.0,61.1,MODERATE
