time_sec,ear,mar,pitch,yaw,roll,drowsy,yawning,distracted,phone,fatigue_score
7.974,0.242,0.011,2.89,-4.61,14.08,0,0,0,0,1.7
8.092,0.255,0.015,-11.4,-0.8,17.96,0,0,0,0,0.0
8.123,0.271,0.013,-10.44,-0.81,18.26,0,0,0,0,0.0
8.497,0.281,0.013,-11.27,-0.56,16.71,0,0,0,0,0.0
8.521,0.248,0.013,-2.7,-2.34,21.47,0,0,0,0,1.0
8.549,0.25,0.008,-2.16,-4.1,19.23,0,0,0,0,1.5
8.576,0.239,0.013,4.32,-2.06,13.65,0,0,0,0,3.6
8.747,0.23,0.014,-4.34,-3.09,5.2,0,0,0,0,5.5
8.771,0.256,0.013,-2.04,-0.99,11.73,0,0,0,0,0.0
9.787,0.259,0.007,-1.03,-2.16,7.59,0,0,0,0,0.0
10.497,0.294,0.146,1.54,-1.24,-1.6,0,0,0,0,0.0
11.276,0.283,0.057,-4.18,-0.85,9.16,0,0,0,0,0.0
11.891,0.27,0.03,2.16,-0.32,2.59,0,0,0,0,0.0
12.489,0.29,0.125,1.99,-1.67,15.85,0,0,0,0,0.0
13.091,0.275,1.354,5.32,-0.57,16.54,0,0,0,0,10.0
13.813,0.225,0.005,7.79,-4.05,3.24,0,0,0,0,3.0
14.427,0.264,0.004,2.96,-1.03,0.79,0,0,0,0,0.0
15.018,0.268,0.015,-0.01,-4.18,-5.64,0,0,0,0,0.0
15.608,0.251,0.008,3.63,-5.44,10.13,0,0,0,0,0.0
16.307,0.269,0.004,13.87,-6.59,19.97,0,0,0,0,0.0
16.93,0.278,0.011,-0.02,-10.32,-0.65,0,0,0,0,0.0
17.509,0.295,0.016,-1.48,-10.18,9.0,0,0,0,0,0.0
18.103,0.282,0.027,-11.1,-10.56,12.79,0,0,0,0,0.0
18.783,0.291,0.007,4.85,-6.24,0.61,0,0,0,0,0.0
19.406,0.284,0.01,3.69,-8.78,-5.45,0,0,0,0,0.0
19.993,0.268,0.037,6.55,-7.12,12.67,0,0,0,0,0.0
20.579,0.291,0.018,4.68,-7.79,5.84,0,0,0,0,0.0
21.312,0.25,0.038,3.18,-6.47,3.08,0,0,0,0,0.0
21.933,0.282,0.241,6.72,-5.06,2.54,0,0,0,0,0.0
22.547,0.266,0.163,2.8,-5.27,-2.11,0,0,0,0,0.0
23.149,0.229,0.008,-6.62,-1.34,16.42,0,0,0,0,2.5
23.858,0.243,0.012,6.86,-3.9,-0.77,0,0,0,0,0.8
24.474,0.248,0.008,9.06,-3.83,4.49,0,0,0,0,0.3
25.083,0.269,0.004,8.56,-5.88,-2.99,0,0,0,0,0.0
25.668,0.234,0.004,7.65,-6.82,-1.55,0,0,0,0,1.9
26.362,0.262,0.004,2.29,-6.71,12.38,0,0,0,0,0.0
26.986,0.251,0.014,7.95,-6.71,11.7,0,0,0,0,0.0
27.585,0.24,0.018,8.18,-5.22,0.27,0,0,0,0,1.1
28.19,0.247,0.004,5.85,-5.33,-0.05,0,0,0,0,0.4
28.917,0.221,0.007,6.53,-5.9,-5.69,0,0,0,0,3.4
29.54,0.199,0.006,4.95,-7.84,17.37,0,0,0,0,6.9
30.162,0.202,0.009,7.49,-5.87,1.07,0,0,0,0,7.3
30.76,0.194,0.013,5.08,-6.46,-2.81,0,0,0,0,8.9
31.459,0.215,0.009,6.55,-4.05,4.95,0,0,0,0,7.2
32.082,0.189,0.005,5.58,-5.77,-2.18,0,0,0,0,11.1
32.656,0.276,0.009,3.24,-7.45,1.19,0,0,0,0,0.0
33.248,0.192,0.015,-0.73,-7.86,7.5,0,0,0,0,7.7
33.936,0.239,0.012,4.45,-6.84,2.42,0,0,0,0,1.4
34.563,0.226,0.011,1.26,-8.73,0.33,0,0,0,0,2.9
35.164,0.248,0.012,2.63,-10.06,6.23,0,0,0,0,0.3
35.742,0.211,0.014,6.65,-7.98,1.57,0,0,0,0,5.5
36.437,0.248,0.015,6.63,-5.64,-5.21,0,0,0,0,0.3
37.056,0.203,0.006,7.2,-11.25,-5.66,0,0,0,0,6.4
37.628,0.27,0.017,5.74,-6.0,1.52,0,0,0,0,0.0
38.211,0.206,0.009,5.52,-9.48,-5.42,0,0,0,0,6.0
38.928,0.249,0.007,4.23,-10.57,6.16,0,0,0,0,0.2
39.546,0.206,0.013,6.94,-8.17,0.39,0,0,0,0,6.0
40.138,0.249,0.012,1.61,-9.71,9.26,0,0,0,0,0.1
40.751,0.282,0.008,24.7,-9.31,12.68,0,0,0,0,0.0
41.48,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
42.108,0.264,0.014,3.05,-0.27,15.1,0,0,0,0,0.0
42.711,0.283,0.009,12.01,-4.7,-1.09,0,0,0,0,0.0
