time_sec,ear,mar,pitch,yaw,roll,drowsy,yawning,distracted,phone,fatigue_score
7.352,0.245,0.004,3.06,-6.63,1.92,0,0,0,0,1.3
7.427,0.225,0.004,5.21,-5.91,2.8,0,0,0,0,4.5
7.457,0.242,0.007,5.29,-6.02,6.36,0,0,0,0,3.3
7.733,0.267,0.01,4.51,-5.98,3.57,0,0,0,0,0.0
7.756,0.258,0.004,4.75,-4.67,5.33,0,0,0,0,0.0
7.777,0.239,0.009,1.87,-4.82,4.19,0,0,0,0,2.1
7.797,0.185,0.011,1.26,-5.37,0.04,0,0,0,0,9.3
7.943,0.234,0.013,1.81,-6.45,-1.97,0,0,0,0,4.2
7.966,0.285,0.005,-0.2,-3.71,0.02,0,0,0,0,0.0
7.983,0.277,0.015,0.66,-3.94,1.75,0,0,0,0,0.0
8.004,0.279,0.016,-0.93,-2.74,-1.93,0,0,0,0,0.0
8.149,0.275,0.008,-0.82,-3.63,1.99,0,0,0,0,0.0
8.169,0.27,0.006,-1.73,-2.89,-4.41,0,0,0,0,0.0
8.185,0.296,0.102,-2.34,-3.32,-2.09,0,0,0,0,0.0
8.212,0.283,0.01,-3.53,-3.08,-0.37,0,0,0,0,0.0
8.367,0.284,0.035,-3.23,-2.99,-1.99,0,0,0,0,0.0
8.387,0.278,0.012,-3.09,-3.3,-5.07,0,0,0,0,0.0
8.408,0.285,0.022,-4.54,-3.84,-4.11,0,0,0,0,0.0
8.435,0.292,0.009,-4.69,-2.96,-3.93,0,0,0,0,0.0
8.556,0.3,0.031,-4.27,-3.63,-4.26,0,0,0,0,0.0
8.574,0.268,0.015,-2.78,-3.23,-5.7,0,0,0,0,0.0
8.592,0.273,0.018,-1.38,-2.33,-6.0,0,0,0,0,0.0
8.611,0.293,0.021,-3.0,-3.25,-3.37,0,0,0,0,0.0
8.756,0.301,0.012,-3.4,-3.43,-6.62,0,0,0,0,0.0
8.773,0.322,0.015,-0.32,-3.95,-9.0,0,0,0,0,0.0
8.791,0.325,0.021,0.52,-4.04,-7.91,0,0,0,0,0.0
8.81,0.3,0.017,-1.74,-3.44,-3.64,0,0,0,0,0.0
8.956,0.28,0.012,-1.85,-3.06,-9.16,0,0,0,0,0.0
8.979,0.302,0.012,-2.72,-3.06,-8.91,0,0,0,0,0.0
8.997,0.299,0.012,-1.06,-3.45,-7.37,0,0,0,0,0.0
