session_date,duration_seconds,total_frames,avg_ear,avg_mar,blink_count,yawn_count,head_alert_count,drowsy_frames,drowsy_percent,yawn_frames,distracted_frames,distracted_percent,phone_frames,avg_fatigue_score,max_fatigue_score,risk_level
2026-04-23 01:37:37,108.0,2265,0.249,0.458,40,11,2,507,22.4,633,1293,57.1,12,25.1,81.0,MODERATE



