time_sec,ear,mar,pitch,yaw,roll,drowsy,yawning,distracted,phone,fatigue_score
8.071,0.272,0.006,9.35,3.69,-3.31,0,0,0,0,0.0
8.227,0.307,0.003,8.19,1.82,-6.58,0,0,0,0,0.0
8.278,0.297,0.007,6.45,2.42,-5.33,0,0,0,0,0.0
9.148,0.277,0.005,8.8,2.29,-7.9,0,0,0,0,0.0
9.165,0.298,0.004,2.32,-1.74,-7.83,0,0,0,0,0.0
9.189,0.305,0.008,3.67,-0.78,-6.5,0,0,0,0,0.0
9.22,0.317,0.01,1.65,-0.92,-7.06,0,0,0,0,0.0
9.374,0.312,0.011,1.29,-1.14,-6.38,0,0,0,0,0.0
9.408,0.309,0.005,3.17,-1.55,-7.56,0,0,0,0,0.0
9.428,0.302,0.004,3.12,-0.61,-3.9,0,0,0,0,0.0
9.448,0.303,0.013,4.96,-0.15,-4.25,0,0,0,0,0.0
9.584,0.292,0.135,3.14,-1.09,-6.88,0,0,0,0,0.0
9.61,0.286,0.009,3.46,-0.22,-8.63,0,0,0,0,0.0
9.642,0.247,0.02,3.61,-1.53,-9.16,0,0,0,0,1.1
9.666,0.229,0.009,1.59,-1.74,-5.78,0,0,0,0,4.0
9.807,0.258,0.003,3.25,-1.9,-5.42,0,0,0,0,0.0
9.827,0.294,0.147,3.67,-0.11,-4.83,0,0,0,0,0.0
9.867,0.282,0.022,3.23,0.18,-6.61,0,0,0,0,0.0
9.891,0.302,0.201,1.55,-0.56,-8.21,0,0,0,0,0.0
10.106,0.324,0.004,0.22,-0.21,-3.51,0,0,0,0,0.0
10.129,0.307,0.004,1.02,-0.33,-3.91,0,0,0,0,0.0
10.149,0.311,0.02,-0.06,-0.14,-4.45,0,0,0,0,0.0
10.168,0.315,0.005,-0.21,0.08,-4.51,0,0,0,0,0.0
10.297,0.314,0.007,0.62,-0.47,-5.82,0,0,0,0,0.0
10.314,0.221,0.016,0.71,-1.12,-7.6,0,0,0,0,4.2
10.356,0.288,0.005,-0.04,-0.33,-4.44,0,0,0,0,0.0
10.387,0.296,0.002,2.31,-0.94,-6.09,0,0,0,0,0.0
10.534,0.265,0.016,1.56,0.36,-2.92,0,0,0,0,0.0
10.553,0.321,0.02,2.09,0.96,-4.23,0,0,0,0,0.0
10.574,0.281,0.009,1.09,0.32,-3.72,0,0,0,0,0.0
10.601,0.286,0.006,1.28,-0.73,-3.18,0,0,0,0,0.0
